ID,FR,GB,PT,NL,DE
text_err_649_gauche_defaut,Alerte : Capteur de débit Groupe A,New Text,New Text,New Text,New Text
text_err_648_gauche_defaut,Alerte : Capteur de débit Zone 8,New Text,New Text,New Text,New Text
text_err_647_gauche_defaut,Alerte : Capteur de débit Zone 7,New Text,New Text,New Text,New Text
text_err_646_gauche_defaut,Alerte : Capteur de débit Zone 6,New Text,New Text,New Text,New Text
text_err_645_gauche_defaut,Alerte : Capteur de débit Zone 5,New Text,New Text,New Text,New Text
text_err_644_gauche_defaut,Alerte : Capteur de débit Zone 4,New Text,New Text,New Text,New Text
text_err_643_gauche_defaut,Alerte : Capteur de débit Zone 3,New Text,New Text,New Text,New Text
text_err_642_gauche_defaut,Alerte : Capteur de débit Zone 2,New Text,New Text,New Text,New Text
text_err_641_gauche_defaut,Alerte : Capteur de débit Zone 1,New Text,New Text,New Text,New Text
text_err_640_gauche_defaut,Alerte : Capteur de débit primaire,New Text,New Text,New Text,New Text
text_err_639_gauche_defaut,Alerte : Choix de voie carte,New Text,New Text,New Text,New Text
text_err_638_gauche_defaut,Alerte : Configuration chauffage piscine,New Text,New Text,New Text,New Text
text_err_637_gauche_defaut,Alerte : Configuration chauffage ECS,New Text,New Text,New Text,New Text
text_err_635_gauche_defaut,Alerte : Configuration de la régulation,New Text,New Text,New Text,New Text
text_err_634_gauche_defaut,Alerte : Configuration hystérésis Géotwin,New Text,New Text,New Text,New Text
text_err_633_gauche_defaut,Alerte : Antigel,New Text,New Text,New Text,New Text
text_err_632_gauche_defaut,Alerte : Appoint ECS,New Text,New Text,New Text,New Text
text_err_631_gauche_defaut,Alerte : Sondes d'eau ballon tampon,New Text,New Text,New Text,New Text
text_err_629_gauche_defaut,Alerte : Sondes Groupe B inversées,New Text,New Text,New Text,New Text
text_err_628_gauche_defaut,Alerte : Sondes Groupe A inversées,New Text,New Text,New Text,New Text
text_err_627_gauche_defaut,Alerte : Sondes Z8 inversées,New Text,New Text,New Text,New Text
text_err_626_gauche_defaut,Alerte : Sondes Z7 inversées,New Text,New Text,New Text,New Text
text_err_625_gauche_defaut,Alerte : Sondes Z6 inversées,New Text,New Text,New Text,New Text
text_err_624_gauche_defaut,Alerte : Sondes Z5 inversées,New Text,New Text,New Text,New Text
text_err_623_gauche_defaut,Alerte : Sondes Z4 inversées,New Text,New Text,New Text,New Text
text_err_622_gauche_defaut,Alerte : Sondes Z3 inversées,New Text,New Text,New Text,New Text
text_err_621_gauche_defaut,Alerte : Sondes Z2 inversées,New Text,New Text,New Text,New Text
text_err_620_gauche_defaut,Alerte : Sondes Z1 inversées,New Text,New Text,New Text,New Text
text_err_619_gauche_defaut,Alerte : Sondes ECS inversées,New Text,New Text,New Text,New Text
text_err_618_gauche_defaut,Alerte : Mettre l'heure à jour,New Text,New Text,New Text,New Text
text_err_617_gauche_defaut,Alerte : Défaut Appoint / Klixon,New Text,New Text,New Text,New Text
text_err_616_gauche_defaut,Alerte : Mesure de comptage PW,New Text,New Text,New Text,New Text
text_err_615_gauche_defaut,Alerte : Pression d'eau primaire,New Text,New Text,New Text,New Text
text_err_612_gauche_defaut,Alerte : Sonde ballon ECS bas,New Text,New Text,New Text,New Text
text_err_611_gauche_defaut,Alerte : Sonde ballon ECS milieu,New Text,New Text,New Text,New Text
text_err_610_gauche_defaut,Alerte : Sonde d'eau piscine,New Text,New Text,New Text,New Text
text_err_605_gauche_defaut,Alerte : Sonde d'eau primaire retour,New Text,New Text,New Text,New Text
text_err_604_gauche_defaut,Alerte : Sonde d'eau primaire aller,New Text,New Text,New Text,New Text
text_err_577_gauche_defaut,Alerte : Suspicion de fuite frigorifique,New Text,New Text,New Text,New Text
text_err_576_gauche_defaut,"Défaut : Démarrage compresseur, pas de delta P (HP/BP)",New Text,New Text,New Text,New Text
text_err_575_gauche_defaut,Alerte : Récurrente démarrage compresseur 2,New Text,New Text,New Text,New Text
text_err_574_gauche_defaut,Alerte : Récurrente démarrage compresseur 1,New Text,New Text,New Text,New Text
text_err_573_gauche_defaut,Défaut : Changement de mode de régulation frigo.,New Text,New Text,New Text,New Text
text_err_572_gauche_defaut,Défaut : Mauvaise configuration PAC,New Text,New Text,New Text,New Text
text_err_571_gauche_defaut,Défaut : Débit puits,New Text,New Text,New Text,New Text
text_err_570_gauche_defaut,Défaut : Débit capteur,New Text,New Text,New Text,New Text
text_err_569_gauche_defaut,Défaut : Débit chauffage,New Text,New Text,New Text,New Text
text_err_568_gauche_defaut,Défaut : Pression capteur,New Text,New Text,New Text,New Text
text_err_567_gauche_defaut,Défaut : Signal circulateur captage,New Text,New Text,New Text,New Text
text_err_566_gauche_defaut,Défaut : Signal circulateur chauffage,New Text,New Text,New Text,New Text
text_err_565_gauche_defaut,Défaut : Sécurité HP,New Text,New Text,New Text,New Text
text_err_564_gauche_defaut,Défaut : Pression BP,New Text,New Text,New Text,New Text
text_err_563_gauche_defaut,Défaut : Pression HP,New Text,New Text,New Text,New Text
text_err_562_gauche_defaut,Défaut : Température extérieure,New Text,New Text,New Text,New Text
text_err_561_gauche_defaut,Alerte : Charge frigorifique,New Text,New Text,New Text,New Text
text_err_560_gauche_defaut,Alerte : Démarrage compesseur 2,New Text,New Text,New Text,New Text
text_err_559_gauche_defaut,Alerte : Démarrage compesseur 1,New Text,New Text,New Text,New Text
text_err_558_gauche_defaut,Alerte : Configutaion PAC esclaves,New Text,New Text,New Text,New Text
text_err_557_gauche_defaut,Alerte : Défaut PAC exclave n°7,New Text,New Text,New Text,New Text
text_err_556_gauche_defaut,Alerte : Défaut PAC exclave n°6,New Text,New Text,New Text,New Text
text_err_555_gauche_defaut,Alerte : Défaut PAC exclave n°5,New Text,New Text,New Text,New Text
text_err_554_gauche_defaut,Alerte : Défaut PAC exclave n°4,New Text,New Text,New Text,New Text
text_err_553_gauche_defaut,Alerte : Défaut PAC exclave n°3,New Text,New Text,New Text,New Text
text_err_552_gauche_defaut,Alerte : Défaut PAC exclave n°2,New Text,New Text,New Text,New Text
text_err_551_gauche_defaut,Alerte : Défaut PAC exclave n°1,New Text,New Text,New Text,New Text
text_err_550_gauche_defaut,Alerte : Configuration PAC Maitre,New Text,New Text,New Text,New Text
text_err_549_gauche_defaut,Alerte : Débit circuit puits anormal,New Text,New Text,New Text,New Text
text_err_548_gauche_defaut,Alerte : Débit circuit capteur anormal,New Text,New Text,New Text,New Text
text_err_547_gauche_defaut,Alerte : Débit circuit chauffage anormal,New Text,New Text,New Text,New Text
text_err_546_gauche_defaut,Alerte : Pression circuit capteur anormale,New Text,New Text,New Text,New Text
text_err_545_gauche_defaut,Alerte : Signal circulateur captage,New Text,New Text,New Text,New Text
text_err_544_gauche_defaut,Alerte : Signal circulateur chauffage,New Text,New Text,New Text,New Text
text_err_543_gauche_defaut,Alerte : Pression BP anormale,New Text,New Text,New Text,New Text
text_err_542_gauche_defaut,Alerte : Pression HP anormale,New Text,New Text,New Text,New Text
text_err_541_gauche_defaut,Défaut : Mesure de comptage PW,New Text,New Text,New Text,New Text
text_err_540_gauche_defaut,Alerte : Température sortie condenseur,New Text,New Text,New Text,New Text
text_err_539_gauche_defaut,Alerte : Température d'aspiration compresseur 2 anormale,New Text,New Text,New Text,New Text
text_err_538_gauche_defaut,Alerte : Température d'aspiration compresseur 1 anormale,New Text,New Text,New Text,New Text
text_err_537_gauche_defaut,Alerte : Température de refoulement compresseur 2 anormale,New Text,New Text,New Text,New Text
text_err_536_gauche_defaut,Alerte : Température de refoulement compresseur 1 anormale,New Text,New Text,New Text,New Text
text_err_535_gauche_defaut,Alerte : Température d'entrée eau de nappe anormale,New Text,New Text,New Text,New Text
text_err_534_gauche_defaut,Alerte : Température de sortie eau de nappe anormale / Mode dégradé,New Text,New Text,New Text,New Text
text_err_533_gauche_defaut,Alerte : Température d'eau retour capteur,New Text,New Text,New Text,New Text
text_err_532_gauche_defaut,Alerte : Température d'eau départ capteur,New Text,New Text,New Text,New Text
text_err_531_gauche_defaut,Alerte : Température d'eau retour chauffage,New Text,New Text,New Text,New Text
text_err_530_gauche_defaut,Alerte : Température d'eau départ chauffage,New Text,New Text,New Text,New Text
text_err_529_gauche_defaut,Erreur : Température sortie condenseur,New Text,New Text,New Text,New Text
text_err_528_gauche_defaut,Erreur : Température d'aspiration compresseur 2 anormale,New Text,New Text,New Text,New Text
text_err_527_gauche_defaut,Erreur : Température d'aspiration compresseur 1 anormale,New Text,New Text,New Text,New Text
text_err_526_gauche_defaut,Erreur : Température de refoulement compresseur 2 anormale,New Text,New Text,New Text,New Text
text_err_525_gauche_defaut,Erreur : Température de refoulement compresseur 1 anormale,New Text,New Text,New Text,New Text
text_err_524_gauche_defaut,Défaut : Température d'entrée eau de nappe anormale,New Text,New Text,New Text,New Text
text_err_523_gauche_defaut,Défaut : Température de sortie eau de nappe anormale,New Text,New Text,New Text,New Text
text_err_522_gauche_defaut,Défaut : Température d'eau retour captage,New Text,New Text,New Text,New Text
text_err_521_gauche_defaut,Défaut : Température d'eau départ captage,New Text,New Text,New Text,New Text
text_err_520_gauche_defaut,Défaut : Température d'eau retour chauffage,New Text,New Text,New Text,New Text
text_err_519_gauche_defaut,Défaut : Température d'eau départ chauffage,New Text,New Text,New Text,New Text
text_err_518_gauche_defaut,Erreur : Débit capteur,New Text,New Text,New Text,New Text
text_err_517_gauche_defaut,Erreur : Débit chauffage,New Text,New Text,New Text,New Text
text_err_516_gauche_defaut,Erreur : Pression circuit capteur,New Text,New Text,New Text,New Text
text_err_515_gauche_defaut,Erreur : Signal vitesse circulateur circuit capteur,New Text,New Text,New Text,New Text
text_err_514_gauche_defaut,Erreur : Signal vitesse circulateur circuit chauffage,New Text,New Text,New Text,New Text
text_err_513_gauche_defaut,Erreur : Transmetteur de pression BP,New Text,New Text,New Text,New Text
text_err_512_gauche_defaut,Erreur : Transmetteur de pression HP,New Text,New Text,New Text,New Text
text_err_511_gauche_defaut,Erreur : Eeprom carte AJ-GEOTWIN,New Text,New Text,New Text,New Text
text_err_510_gauche_defaut,Erreur : Sonde de température sortie condenseur (TSC),New Text,New Text,New Text,New Text
text_err_509_gauche_defaut,Erreur : Sonde de température d'aspiration compresseur 2 (TBP_2),New Text,New Text,New Text,New Text
text_err_508_gauche_defaut,Erreur : Sonde de température d'aspiration compresseur 1 (TBP_1),New Text,New Text,New Text,New Text
text_err_507_gauche_defaut,Erreur : Sonde de température de refoulement compresseur 2 (THP_2),New Text,New Text,New Text,New Text
text_err_506_gauche_defaut,Erreur : Sonde de température de refoulement compresseur 1 (THP_1) test pour saut de ligne des défauts longs,New Text,New Text,New Text,New Text
text_err_505_gauche_defaut,Erreur : Sonde de température d'eau sortie eau de nappe,New Text,New Text,New Text,New Text
text_err_504_gauche_defaut,Erreur : Sonde de température d'eau entrée eau de nappe,New Text,New Text,New Text,New Text
text_err_503_gauche_defaut,Erreur : Sonde de température d'eau retour capteur,New Text,New Text,New Text,New Text
text_err_502_gauche_defaut,Erreur : Sonde de température d'eau départ capteur,New Text,New Text,New Text,New Text
text_err_501_gauche_defaut,Erreur : Sonde de température d'eau retour chauffage,New Text,New Text,New Text,New Text
text_err_500_gauche_defaut,Erreur : Sonde de température d'eau départ chauffage,New Text,New Text,New Text,New Text
text_err_406_gauche_defaut,Erreur PE : anomalie sonde de température liquide\n(module externe monobloc),New Text,New Text,New Text,New Text
text_err_405_gauche_defaut,Erreur : défaut de communication avec le module externe\n(timeout envoi de trame),New Text,New Text,New Text,New Text
text_err_404_gauche_defaut,Erreur : défaut de communication avec le module externe\n(nombre de trame inconnue),New Text,New Text,New Text,New Text
text_err_403_gauche_defaut,Erreur : défaut de communication avec le module externe\n(timeout réception de trame),New Text,New Text,New Text,New Text
text_err_402_gauche_defaut,Erreur : défaut module externe (né d'erreur non définie),New Text,New Text,New Text,New Text
text_err_401_gauche_defaut,Erreur : erreur module externe (signal TOR),New Text,New Text,New Text,New Text
text_err_400_gauche_defaut,Erreur UP : compresseur en surintensité,New Text,New Text,New Text,New Text
text_err_399_gauche_defaut,Erreur UL : pression BP trop basse,New Text,New Text,New Text,New Text
text_err_398_gauche_defaut,Erreur UH : anomalie surintensité (carte électronique),New Text,New Text,New Text,New Text
text_err_397_gauche_defaut,Erreur UF : coupure compresseur suite à surintensité\n(démarrage bloqué),New Text,New Text,New Text,New Text
text_err_396_gauche_defaut,Erreur UE : problème capteur de pression HP (63HS),New Text,New Text,New Text,New Text
text_err_395_gauche_defaut,Erreur U8 : problème sur le ventilateur unité extérieure,New Text,New Text,New Text,New Text
text_err_394_gauche_defaut,Erreur U7 : surchauffe liée à une temlpérature BP trop basse,New Text,New Text,New Text,New Text
text_err_393_gauche_defaut,Erreur U6 : anomalie sur le module de PW commande moteur,New Text,New Text,New Text,New Text
text_err_392_gauche_defaut,Erreur U5 : température anormale radiateur de commande\nmoteur (UE),New Text,New Text,New Text,New Text
text_err_391_gauche_defaut,"Erreur U4 : défaut sonde de température unité extérieure\n(TH3, TH6, TH7 ou TH8)",New Text,New Text,New Text,New Text
text_err_390_gauche_defaut,Erreur U3 : défaut sonde de température unité extérieure\n(TH4) ou (TH32),New Text,New Text,New Text,New Text
text_err_389_gauche_defaut,Erreur U2 : défaut du thermostat de corps et\nde la température de refoulement,New Text,New Text,New Text,New Text
text_err_388_gauche_defaut,Erreur U1 : pression excessive (klixon HP 63H active),New Text,New Text,New Text,New Text
text_err_387_gauche_defaut,Erreur P9 : anomalie de la sonde de température du condenseur\névaporateur ou THW5(ECS) si SUZ,New Text,New Text,New Text,New Text
text_err_386_gauche_defaut,Erreur P8 : anomalie température tuyau R410A,New Text,New Text,New Text,New Text
text_err_385_gauche_defaut,Erreur P6 : protection contre le gel (mode froid) ou surchauffe (mode chaud),New Text,New Text,New Text,New Text
text_err_384_gauche_defaut,Erreur P5 : protection débordement de l'évacuation intérieure,New Text,New Text,New Text,New Text
text_err_383_gauche_defaut,Erreur P4 : anomalie du capteur d'évacuation (DS) ou contact (FS),New Text,New Text,New Text,New Text
text_err_382_gauche_defaut,Erreur P2 : anomalie sur capteur de température liquide (TH2),New Text,New Text,New Text,New Text
text_err_381_gauche_defaut,Erreur P1 : anomalie sur thermostat intérieur (TH1),New Text,New Text,New Text,New Text
text_err_380_gauche_defaut,Erreur FB : carte controller PAC module intérieur en défaut,New Text,New Text,New Text,New Text
text_err_379_gauche_defaut,Erreur F9 : pressostat BP ouvert (63L) ou HP ouvert (63H),New Text,New Text,New Text,New Text
text_err_378_gauche_defaut,Erreur F5 : pressostat HP ouvert (63H),New Text,New Text,New Text,New Text
text_err_377_gauche_defaut,Erreur F3 : pressostat BP ouvert (63L),New Text,New Text,New Text,New Text
text_err_376_gauche_defaut,Erreur EF : code erreur indéfini,New Text,New Text,New Text,New Text
text_err_375_gauche_defaut,Erreur ED : erreur de comunication enyre cartes/pilotage et power (unité extérieure),New Text,New Text,New Text,New Text
text_err_374_gauche_defaut,Erreur EC : délai de démarrage écoulé,New Text,New Text,New Text,New Text
text_err_373_gauche_defaut,Erreur EB : erreur sur câblage des modules internes et externes,New Text,New Text,New Text,New Text
text_err_372_gauche_defaut,Erreur EA : cablage des modules en inadéqiuation avec \nlaquantité d'unité intérieure,New Text,New Text,New Text,New Text
text_err_371_gauche_defaut,Erreur E9 : erreur COM. transmition UI/UE (détect. UI),New Text,New Text,New Text,New Text
