ID,FR,GB,PT,NL,DE
text_var_sys_inv_statut_frigo,<Value> : STATUT FRIGO,<Value> : STATUT FRIGO,<Value> : STATUT FRIGO,<Value> : STATUT FRIGO,<Value> : STATUT FRIGO
text_var_sys_inv_temp_dlt,<Value> : DRIVER : température DLT,<Value> : DRIVER : température DLT,<Value> : DRIVER : température DLT,<Value> : DRIVER : température DLT,<Value> : DRIVER : température DLT
text_var_sys_inv_vit_mes_courant,<Value> : DRIVER : vitesse mesurée par la fréquence du courant,<Value> : DRIVER : vitesse mesurée par la fréquence du courant,<Value> : DRIVER : vitesse mesurée par la fréquence du courant,<Value> : DRIVER : vitesse mesurée par la fréquence du courant,<Value> : DRIVER : vitesse mesurée par la fréquence du courant
text_var_sys_inv_courant_w,<Value> : DRIVER : courant W compresseur,<Value> : DRIVER : courant W compresseur,<Value> : DRIVER : courant W compresseur,<Value> : DRIVER : courant W compresseur,<Value> : DRIVER : courant W compresseur
text_var_sys_inv_courant_v,<Value> : DRIVER : courant V compresseur,<Value> : DRIVER : courant V compresseur,<Value> : DRIVER : courant V compresseur,<Value> : DRIVER : courant V compresseur,<Value> : DRIVER : courant V compresseur
text_var_sys_inv_courant_u,<Value> : DRIVER : courant U compresseur,<Value> : DRIVER : courant U compresseur,<Value> : DRIVER : courant U compresseur,<Value> : DRIVER : courant U compresseur,<Value> : DRIVER : courant U compresseur
text_var_sys_inv_temp_pfc,<Value> : DRIVER : température PFC,<Value> : DRIVER : température PFC,<Value> : DRIVER : température PFC,<Value> : DRIVER : température PFC,<Value> : DRIVER : température PFC
text_var_sys_inv_temp_ipm,<Value> : DRIVER : température IPM,<Value> : DRIVER : température IPM,<Value> : DRIVER : température IPM,<Value> : DRIVER : température IPM,<Value> : DRIVER : température IPM
text_var_sys_inv_tension_dc,<Value> : DRIVER : tension DC,<Value> : DRIVER : tension DC,<Value> : DRIVER : tension DC,<Value> : DRIVER : tension DC,<Value> : DRIVER : tension DC
text_var_sys_inv_tension_in_ac,<Value> : DRIVER : tension entrée AC,<Value> : DRIVER : tension entrée AC,<Value> : DRIVER : tension entrée AC,<Value> : DRIVER : tension entrée AC,<Value> : DRIVER : tension entrée AC
text_var_sys_inv_courant_in_ac,<Value> : DRIVER : courant entrée AC,<Value> : DRIVER : courant entrée AC,<Value> : DRIVER : courant entrée AC,<Value> : DRIVER : courant entrée AC,<Value> : DRIVER : courant entrée AC
text_var_sys_inv_courant_phase_comp,<Value> : DRIVER : courant de phase du compresseur,<Value> : DRIVER : courant de phase du compresseur,<Value> : DRIVER : courant de phase du compresseur,<Value> : DRIVER : courant de phase du compresseur,<Value> : DRIVER : courant de phase du compresseur
text_var_sys_inv_pfc,<Value> : DRIVER : PFC,<Value> : DRIVER : PFC,<Value> : DRIVER : PFC,<Value> : DRIVER : PFC,<Value> : DRIVER : PFC
text_var_sys_inv_protect_lim_vit_hau,<Value> : DRIVER : protection de limite de vitesse haute,<Value> : DRIVER : protection de limite de vitesse haute,<Value> : DRIVER : protection de limite de vitesse haute,<Value> : DRIVER : protection de limite de vitesse haute,<Value> : DRIVER : protection de limite de vitesse haute
text_var_sys_inv_protect_vit_bas,<Value> : DRIVER : protection de limite de vitesse basse,<Value> : DRIVER : protection de limite de vitesse basse,<Value> : DRIVER : protection de limite de vitesse basse,<Value> : DRIVER : protection de limite de vitesse basse,<Value> : DRIVER : protection de limite de vitesse basse
text_var_sys_dim_vit_comp,<Value> : DRIVER : diminution vitesse compresseur,<Value> : DRIVER : diminution vitesse compresseur,<Value> : DRIVER : diminution vitesse compresseur,<Value> : DRIVER : diminution vitesse compresseur,<Value> : DRIVER : diminution vitesse compresseur
text_var_sys_inv_augm_vit,<Value> : DRIVER : augmentation vitesse compresseur,<Value> : DRIVER : augmentation vitesse compresseur,<Value> : DRIVER : augmentation vitesse compresseur,<Value> : DRIVER : augmentation vitesse compresseur,<Value> : DRIVER : augmentation vitesse compresseur
text_var_sys_inv_comp,<Value> : DRIVER : compresseur,<Value> : DRIVER : compresseur,<Value> : DRIVER : compresseur,<Value> : DRIVER : compresseur,<Value> : DRIVER : compresseur
text_var_sys_inv_redem_comp,<Value> : DRIVER : redémarrage compresseur,<Value> : DRIVER : redémarrage compresseur,<Value> : DRIVER : redémarrage compresseur,<Value> : DRIVER : redémarrage compresseur,<Value> : DRIVER : redémarrage compresseur
text_var_sys_inv_dem_comp,<Value> : DRIVER : démarrage compresseur,<Value> : DRIVER : démarrage compresseur,<Value> : DRIVER : démarrage compresseur,<Value> : DRIVER : démarrage compresseur,<Value> : DRIVER : démarrage compresseur
text_var_sys_inv_defaut_driver,<Value> : DRIVER : défaut driver,<Value> : DRIVER : défaut driver,<Value> : DRIVER : défaut driver,<Value> : DRIVER : défaut driver,<Value> : DRIVER : défaut driver
text_var_sys_inv_dsp_reset,<Value> : DRIVER : DSP reset,<Value> : DRIVER : DSP reset,<Value> : DRIVER : DSP reset,<Value> : DRIVER : DSP reset,<Value> : DRIVER : DSP reset
text_var_sys_inv_statut_driver,<Value> : STATUT DRIVER,<Value> : STATUT DRIVER :,<Value> : STATUT DRIVER :,<Value> : STATUT DRIVER :,<Value> : STATUT DRIVER :
text_var_sys_inv_statut_reduc_pw,<Value> : STATUT : réduction de puissance,<Value> : STATUT : réduction de puissance,<Value> : STATUT : réduction de puissance,<Value> : STATUT : réduction de puissance,<Value> : STATUT : réduction de puissance
text_var_sys_inv_temps_fct,<Value> : INVERTERRA : temps de fonctionnement compresseur,<Value> : INVERTERRA : temps de fonctionnement compresseur,<Value> : INVERTERRA : temps de fonctionnement compresseur,<Value> : INVERTERRA : temps de fonctionnement compresseur,<Value> : INVERTERRA : temps de fonctionnement compresseur
text_var_sys_inv_nb_cycle,<Value> : INVERTERRA : nombre de cycles compresseur,<Value> : INVERTERRA : nombre de cycles compresseur,<Value> : INVERTERRA : nombre de cycles compresseur,<Value> : INVERTERRA : nombre de cycles compresseur,<Value> : INVERTERRA : nombre de cycles compresseur
text_var_sys_inv_modele_driver,<Value> : INVERTERRA : modèle driver,<Value> : INVERTERRA : modèle driver,<Value> : INVERTERRA : modèle driver,<Value> : INVERTERRA : modèle driver,<Value> : INVERTERRA : modèle driver
text_var_sys_inv_fluide,<Value> : INVERTERRA : fluide PAC,<Value> : INVERTERRA : fluide PAC,<Value> : INVERTERRA : fluide PAC,<Value> : INVERTERRA : fluide PAC,<Value> : INVERTERRA : fluide PAC
text_var_sys_inv_freecool,<Value> : INVERTERRA : option Freecooling,<Value> : INVERTERRA : option Freecooling,<Value> : INVERTERRA : option Freecooling,<Value> : INVERTERRA : option Freecooling,<Value> : INVERTERRA : option Freecooling
text_var_sys_inv_reversible,<Value> : INVERTERRA : réversibilité PAC,<Value> : INVERTERRA : réversibilité PAC,<Value> : INVERTERRA : réversibilité PAC,<Value> : INVERTERRA : réversibilité PAC,<Value> : INVERTERRA : réversibilité PAC
text_var_sys_inv_modele_pac,<Value> : INVERTERRA : modèle PAC,<Value> : INVERTERRA : modèle PAC,<Value> : INVERTERRA : modèle PAC,<Value> : INVERTERRA : modèle PAC,<Value> : INVERTERRA : modèle PAC
text_var_sys_inv_inverterra,<Value> : INVERTERRA,<Value> : INVERTERRA,<Value> : INVERTERRA,<Value> : INVERTERRA,<Value> : INVERTERRA
text_var_sys_inv_type_pac,<Value> : M,<Value> : M,<Value> : M,<Value> : M,New Tex<Value> : Mt
text_frequence_enregistrement_historique_titre_centre_defaut,Fréquence d'enregistrement des historiques,New Text,New Text,New Text,New Text
text_value_registre,<Value>,<Value>,<Value>,<Value>,<Value>
text_88b,8.8 :,New Text,New Text,New Text,New Text
text_106b,10.6 :,New Text,New Text,New Text,New Text
text_16b,16.0 :,New Text,New Text,New Text,New Text
text_resultat,RESULTAT :,New Text,New Text,New Text,New Text
text_registre,REGISTRE :,New Text,New Text,New Text,New Text
text_value_retour_mode_commande,<Value>,<Value>,<Value>,<Value>,<Value>
text_question_lancer_procedure,Voulez-vous lancer la procédure ?,New Text,New Text,New Text,New Text
text_valeur_test_code,<Value>,<Value>,<Value>,<Value>,<Value>
text_titre_test_code,Text Code,New Text,New Text,New Text,New Text
text_info_lieu_recup_charge,<Value>,<Value>,<Value>,<Value>,<Value>
text_unite_interieure,Unité intérieure,New Text,New Text,New Text,New Text
text_lieu_recuperation_charge,Où souhaitez-vous récupérer la charge ?,New Text,New Text,New Text,New Text
text_oui_non_procedure,Voulez-vous lancer la procédure ?,New Text,New Text,New Text,New Text
text_info_recup_fichier,"Après l'enregistrement, pour récupérer l'historique, mettre une clé USB comportant un
fichier .txt nommé R_HISTORIQUE.TXT à la racine de celle-ci.",New Text,New Text,New Text,New Text
text_info_freq_record,Cette fréquence sera remise à 5 min après 3 jours.,New Text,New Text,New Text,New Text
text_value_freq_record,<Value> sec,<Value> sec,<Value> sec,<Value> sec,<Value> sec
text_frequence_record_histo,"Fréquence d'enregistrement de l'historique
de fonctionnement",New Text,New Text,New Text,New Text
text_bouton_cache,Bouton Caché,New Text,New Text,New Text,New Text
text_mode_commande_centre_defaut,"Mode
Commande",New Text,New Text,New Text,New Text
text_frequence_histo_centre,"Fréquence
Historiques",New Text,New Text,New Text,New Text
text_electrique_centre_defaut,Electrique,New Text,New Text,New Text,New Text
text_var_sys_fonction10,<Value> : REG : sortie TOR : fonction 10,<Value>,<Value>,<Value>,<Value>
text_var_sys_fonction9,<Value> : REG : sortie TOR : fonction 9,<Value>,<Value>,<Value>,<Value>
text_var_sys_fonction8,<Value> : REG : sortie TOR : fonction 8,<Value>,<Value>,<Value>,<Value>
text_var_sys_info_marche_arret_comp,<Value> : REG : sortie TOR : info marche / arrêt comp.,<Value>,<Value>,<Value>,<Value>
text_var_sys_contact_chaud_simu2,<Value> : REG : sortie TOR : contact chaud / froid simultané (Voie 2),<Value>,<Value>,<Value>,<Value>
text_var_sys_contact_chaud_simu1,<Value> : REG : sortie TOR : contact chaud / froid simultané (Voie 1),<Value>,<Value>,<Value>,<Value>
text_var_sys_defaut_pac,<Value> : REG : sortie TOR : défaut PAC,<Value>,<Value>,<Value>,<Value>
text_var_sys_info_chaud_froid,<Value> : REG : sortie TOR : info chaud / froid,<Value>,<Value>,<Value>,<Value>
text_var_sys_releve_pac,<Value> : REG : sortie TOR : relève PAC,<Value>,<Value>,<Value>,<Value>
text_var_sys_resistance_carter,<Value> : REG : sortie TOR : résistance de carter,<Value>,<Value>,<Value>,<Value>
text_var_sys_pw_appoint,<Value> : REG : sortie TOR : PW résistance appoint,<Value>,<Value>,<Value>,<Value>
text_var_sys_bouclage_ecs,<Value> : REG : sortie TOR : bouclage ECS,<Value>,<Value>,<Value>,<Value>
text_var_sys_appoint_ecs,<Value> : REG : sortie TOR : appoint ECS,<Value>,<Value>,<Value>,<Value>
text_var_sys_v3v_ecs,<Value> : REG : sortie TOR : V3V ECS,<Value>,<Value>,<Value>,<Value>
text_var_sys_circul_ecs,<Value> : REG : sortie TOR : circulateur ECS,<Value>,<Value>,<Value>,<Value>
text_var_sys_boost_ecs,<Value> : REG : entrée TOR : boost ECS (PV),<Value>,<Value>,<Value>,<Value>
text_var_sys_autporisation_solaire,<Value> : REG : entrée TOR : autorisation solaire ECS (PV),<Value>,<Value>,<Value>,<Value>
text_var_sys_fonction7,<Value> : REG : entrée TOR : fonction 7,<Value>,<Value>,<Value>,<Value>
text_var_sys_fonction6,<Value> : REG : entrée TOR : fonction 6,<Value>,<Value>,<Value>,<Value>
text_var_sys_fonction5,<Value> : REG : entrée TOR : fonction 5,<Value>,<Value>,<Value>,<Value>
text_var_sys_fonction4,<Value> : REG : entrée TOR : fonction 4,<Value>,<Value>,<Value>,<Value>
text_var_sys_delestage,<Value> : REG : entrée TOR : délestage,<Value>,<Value>,<Value>,<Value>
text_var_sys_chaud_froid,<Value> : REG : entrée TOR : chaud (fermé)  / froid,<Value>,<Value>,<Value>,<Value>
text_var_sys_marche_arret,<Value> : REG : marche (fermé) / arrêt,<Value>,<Value>,<Value>,<Value>
text_var_sys_abaissement_cons,<Value> : REG : entrée TOR : abaiss. point de consigne ambiant (3°C),<Value>,<Value>,<Value>,<Value>
text_var_sys_marche_arret_general,<Value> : REG : entrée TOR : marche / arrêt général,<Value>,<Value>,<Value>,<Value>
text_var_sys_free_heating,<Value> : REG : entrée TOR : free heating,<Value>,<Value>,<Value>,<Value>
text_var_sys_adapt_consigne,<Value> : REG : entrée TOR : adapt. consigne,<Value>,<Value>,<Value>,<Value>
text_var_sys_adapt_loi_deau,<Value> : REG : entrée TOR : adapt. loi d'eau,<Value>,<Value>,<Value>,<Value>
text_var_sys_defaut_appoint,<Value> : REG : entrée TOR : défaut appoint,<Value>,<Value>,<Value>,<Value>
text_var_sys_ejp,<Value> : REG : entrée TOR : EJP,<Value>,<Value>,<Value>,<Value>
text_var_sys_thermostat_z2,<Value> : REG : entrée TOR : thermostat Zone 2 ,<Value>,<Value>,<Value>,<Value>
text_var_sys_thermostat_z1,<Value> : REG : entrée TOR : thermostat Zone 1,<Value>,<Value>,<Value>,<Value>
text_var_sys_v3v_pisc,<Value> : MZ : sortie TOR : V3V piscine/circulateur (suivant config.),<Value>,<Value>,<Value>,<Value>
text_var_sys_marche_piscine,<Value> : MZ : entrée TOR : marche piscine,<Value>,<Value>,<Value>,<Value>
text_var_sys_gestion_v3v,<Value> : Config : mode de gestion V3V,<Value>,<Value>,<Value>,<Value>
text_var_sys_antilegionel,<Value> : Config : cycle antilégionellose,<Value>,<Value>,<Value>,<Value>
text_var_sys_shunt_tempo,<Value> : Config : shunt temporisation,<Value>,<Value>,<Value>,<Value>
text_var_sys_prio_piscine,<Value> : Config : priorité piscine,<Value>,<Value>,<Value>,<Value>
text_var_sys_reduct_pw,<Value> : Config : réduction de puissance,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu
text_var_sys_mode_silencieux,<Value> : Config : mode silencieux,<Value>,<Value>,<Value>,<Value>
text_var_sys_duree_defrost,<Value> : Config : durée cycle de dégivrage,<Value>,<Value>,<Value>,<Value>
text_var_sys_mode_secours,<Value> : Config : mode secours en cas de défaut PAC,<Value>,<Value>,<Value>,<Value>
text_var_syst_mode,<Value> : Config : mode secours en cas de défaut PAC,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu,<Value> : Température ECS milieu
text_oui_non_wildcard,<Value>,<Value>,<Value>,<Value>,<Value>
text_autorisation_piscine,<Value>,<Value>,<Value>,<Value>,<Value>
text_var_sys_egal_droite_defaut,Egal,New Text,New Text,New Text,New Text
text_var_sys_val_circ,<Value>,<Value>,<Value>,<Value>,<Value>
text_recep_radio,Radio / 50  dB,New Text,New Text,New Text,New Text
text_niveau_recept_radio,<Value>,<Value>dB,<Value>dB,<Value>dB,<Value>dB
text_hors_gel_droite_defaut,Hors-gel,New Text,New Text,New Text,New Text
text_froid_marche_droite_defaut,Froid Marche,New Text,New Text,New Text,New Text
text_froid_auto_prog_droite_defaut,Froid Auto/Prog,New Text,New Text,New Text,New Text
text_chaud_marche_droite_defaut,Chaud Marche,New Text,New Text,New Text,New Text
text_chaud_auto_prog_droite_defaut,Chaud Auto/Prog,New Text,New Text,New Text,New Text
text_var_sys_cons_v3v_zone_gauche_defaut,<Value> : Consigne vanne 3 voies Z<Value>,<Value> : Consigne vanne 3 voies Z<Value>,<Value> : Consigne vanne 3 voies Z<Value>,<Value> : Consigne vanne 3 voies Z<Value>,<Value> : Consigne vanne 3 voies Z<Value>
text_var_sys_circulateur_gauche_defaut,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>
text_var_sys_cons_circulateur_gauche_defaut,<Value> : Consigne circulateur Z<Value>,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>,<Value> : Circulateur Z<Value>
text_value_parite,<Value>,<Value>,<Value>,<Value>,<Value>
__SingleUse_DNG2,Choix de la parité,New Text,New Text,New Text,New Text
text_temp_zone_modbus,Temp. des zones via modbus ?,New Text,New Text,New Text,New Text
text_valeur_nb_stopbit,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_nb_stopbit,Choix du nombre de stop bit,New Text,New Text,New Text,New Text
text_arret_pac__no_modbus,Arret de la PAC en cas d'arrêt de la communication modbus ?,New Text,New Text,New Text,New Text
text_valeur_vitesse_com,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_vitesse_com,Choix de la vitesse de transmission,New Text,New Text,New Text,New Text
text_activer_resistance,"Voulez-vous activer la résistance de
terminaison ?",New Text,New Text,New Text,New Text
text_val_adresse_modbus,16,New Text,New Text,New Text,New Text
text_value_adresse_modbus,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_adresse_modbus,Choix de l'adresse Modbus,New Text,New Text,New Text,New Text
text_resistance_carter_explication_centre_defaut,"En activant cette fonction, le préchauffage du compresseur sera réalisé de façon
automatique en fonction des températures afin de se prémunir d'un éventuel
coup de liquide au démarrage de celui-ci.",New Text,New Text,New Text,New Text
text_resistance_carter_question_centre_defaut,"Voulez-vous autoriser le fonctionnement
de la résistance de carter en automatique ?",New Text,New Text,New Text,New Text
text_resistance_carter_titre_centre_defaut,Résistance de carter,New Text,New Text,New Text,New Text
text_value_reduc_pw,<Value>,<Value>,<Value>,<Value>,<Value>
text_area_titre_percent_reduc_pw,% de réduction de puissance,New Text,New Text,New Text,New Text
text_commentaire_valeur_reduc_pw,"Réduction de puissance permanente sauf si le délestage est activé.
(cf : menu ""Configuration In/Out carte REG"")",New Text,New Text,New Text,New Text
text_valeur_comentaire_reduc_pw,New Text,New Text,New Text,New Text,New Text
text_signification_reduc_pw,"E : Appoint électrique
P : Puissance max PAC",New Text,New Text,New Text,New Text
text_mode_silencieux_titre_centre_defaut,Mode silencieux,New Text,New Text,New Text,New Text
text_val_limitation_pw,80,New Text,New Text,New Text,New Text
text_valeur_limitation_pw,<Value>%,<Value>%,<Value>%,<Value>%,<Value>%
text_niveau_limitation_puissance,Niveau de limitation de la puissance de  la PAC,New Text,New Text,New Text,New Text
text_commentaire_appoint_autorise,Cette fonction n'empêche pas le fonctionnement de l'appoint.,New Text,New Text,New Text,New Text
text_commentaire_silencieux,"Attention :
La vitesse des ventilateurs sera réduite.
Les dégivrages seront plus fréquents et la
puissance sera moindre.",New Text,New Text,New Text,New Text
text_activation_mode_silencieux,Activation du mode silencieux ?,New Text,New Text,New Text,New Text
text_marche_prog,Marche/Prog,New Text,New Text,New Text,New Text
text_degivrage_liaison_frigo_titre,Dégivrage / Liaison Frigo,New Text,New Text,New Text,New Text
text_condition,Condition,New Text,New Text,New Text,New Text
text_information_degivrage,"Ce paramètre modifie les conditions et la durée
du cycle de dégivrage.",New Text,New Text,New Text,New Text
text_froid_actif_centre_defaut,Froid actif,New Text,New Text,New Text,New Text
text_freecooling_centre_defaut,Freecooling,New Text,New Text,New Text,New Text
text_regulation_avancee_titre,Régulation Avancée,New Text,New Text,New Text,New Text
text_limitation_pw_froid,Limitation de PW à 50% en mode froid,New Text,New Text,New Text,New Text
text_off_limitation_froid,Off,New Text,New Text,New Text,New Text
text_limitation_pw_ecs,Limitation PW à 50% en mode ECS,New Text,New Text,New Text,New Text
text_off_limitation_ecs,Off,New Text,New Text,New Text,New Text
text_attention_v3v,"Attention : Nécessite l'utilisation de V3V sans
coupure de débit e débit lors du basculement
(côté captage)",New Text,New Text,New Text,New Text
text_hyst_sonde_ext_centre_defaut,Hystérésis sonde Extérieure,New Text,New Text,New Text,New Text
text_value_adaptation_loi_deau,Non,New Text,New Text,New Text,New Text
text_val_temp_non_chauf,Off,New Text,New Text,New Text,New Text
text_value_temp_non_chauf,<Value>,<Value>,<Value>,<Value>,<Value>
text_choix_temp_non_chauf,"Choix Température Extérieure de Non Chauffage
OFF inhibe la fonction",New Text,New Text,New Text,New Text
text_val_chaud_froid,Non,New Text,New Text,New Text,New Text
text_chaud_froid_simu,Chaud/Froid simultané,New Text,New Text,New Text,New Text
text_adaptation_loi_deau_temp_zone,"Adaptation de la loi d'eau par rapport à la
température de la Zone",New Text,New Text,New Text,New Text
text_type_gestion,Type de Gestion,New Text,New Text,New Text,New Text
text_configuration_modbus,"Configuration
Modbus",New Text,New Text,New Text,New Text
text_menu_special,Menu Spécial,New Text,New Text,New Text,New Text
text_resistance_carter,"Résistance
de carter",New Text,New Text,New Text,New Text
text_reduction_puissance,"Réduction de
puissance",New Text,New Text,New Text,New Text
text_mode_silencieux,"Mode
silencieux",New Text,New Text,New Text,New Text
text_degivrage_liaison,"Dégivrage
Liaison",New Text,New Text,New Text,New Text
text_regulation_avancee,"Régulation
Avancée",New Text,New Text,New Text,New Text
text_gestion_v3v,Gestion V3V,New Text,New Text,New Text,New Text
text_valeur_temps_max_simultane_ecs,<Value>,<Value>,<Value>,<Value>,<Value>
text_temps_max_simultane_ecs,"Temps maximum en simultané ECS
(basculement en ECS seul ensuite)",New Text,New Text,New Text,New Text
text_conflit_meme_entree,CONFLIT : Une ou plusieurs fonction(s) ont été affectées à la même entrée,New Text,New Text,New Text,New Text
text_conflit_meme_sortie,CONFLIT : Une ou plusieurs fonction(s) ont été affectées à la même sortie,New Text,New Text,New Text,New Text
text_sortie_carte_6,<Value>,<Value>,<Value>,<Value>,<Value>
text_sortie_carte_1,<Value>,<Value>,<Value>,<Value>,<Value>
text_entree_carte_3,<Value>,<Value>,<Value>,<Value>,<Value>
text_entree_carte_2,<Value>,<Value>,<Value>,<Value>,<Value>
text_entree_carte_5,<Value>,<Value>,<Value>,<Value>,<Value>
text_entree_sortie_carte_nu,<Value>,<Value>,<Value>,<Value>,<Value>
text_entree_carte_1,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone8,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone7,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone6,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone5,<Zone 5>,<Value>,<Value>,<Value>,<Value>
text_nom_zone4,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone3,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone2,<Value>,<Value>,<Value>,<Value>,<Value>
text_nom_zone1,<Value>,<Value>,<Value>,<Value>,<Value>
text_gestion_registre_zone_centre_defaut,Gestion registre,New Text,New Text,New Text,New Text
text_reglage_debit_air_zone_centre_defaut,Réglage débit d'air,New Text,New Text,New Text,New Text
text_val_vitesse_ventil_max,<Value>%,<Value>%,<Value>%,<Value>%,<Value>%
text_vitesse_ventilation_max,Vitesse de ventilation maxi de la zone en fonctionnement seule (5% à 75%),New Text,New Text,New Text,New Text
text_question_activer_reglage_debit_air,Voulez-vous activer le réglage du débit d'air ?,New Text,New Text,New Text,New Text
text_valeur_registre,<Value>%,<Value>%,<Value>%,<Value>%,<Value>%
text_valeur,Valeur,New Text,New Text,New Text,New Text
text_question_forcer_registre,Voulez-vous forcer l'ouverture du registre ?,New Text,New Text,New Text,New Text
textArea_valeur_PDC_gaines,<Value>%,<Value>%,<Value>%,<Value>%,<Value>%
text_titre_pertes_charges_gaines,Prise en compte pertes de charge du réseau de gaines (-90% à + 90%),New Text,New Text,New Text,New Text
text_correction_debit_air,Correction débit d'air,New Text,New Text,New Text,New Text
text_valeur_volume_zone,<Value>,<Value>,<Value>,<Value>,<Value>
text_val_volume_zone,25,New Text,New Text,New Text,New Text
text_volume_zone,Volume de la zone (m3),New Text,New Text,New Text,New Text
text_gestion_registre,Gestion registre,New Text,New Text,New Text,New Text
text_question_activer_zone,Voulez-vous activer la zone ?,New Text,New Text,New Text,New Text
text_MZ1_centre_defaut,MZ1,New Text,New Text,New Text,New Text
ResourceId1,Autonome,New Text,New Text,New Text,New Text
text_hyst_plus,<Value>°C,<Value>°C,<Value>°C,<Value>°C,<Value>°C
text_hyst_moins,<Value>°C,<Value>°C,<Value>°C,<Value>°C,<Value>°C
__SingleUse_7G7U,<value>,New Text<value>,New Text<value>,New Text<value>,New Text<value>
text_message_meme_carte_voie_groupe,"Plusieurs zones ou groupes sont affectés à la même voie
de la même carte. (Carte et Sortie/Voie identiques)",New Text,New Text,New Text,New Text
__SingleUse_WIVN,<value>%,Par défaut<value>,Par défaut<value>,Par défaut<value>,Par défaut<value>
text_vitesse_max_ventilateur_attention,Plafonnement de la vitesse maximale du ventilateur - Attention au bruit,New Text,New Text,New Text,New Text
text_activer_ventilation_forcee,Activer la ventilation forcée ?,New Text,New Text,New Text,New Text
text_vitesse_max_ventilateur,Plafonnement de la vitesse maximale du ventilateur,New Text,New Text,New Text,New Text
__SingleUse_H986,Groupe X,New Text,New Text,New Text,New Text
__SingleUse_IKR4,,New Text,New Text,New Text,New Text
__SingleUse_MXE7,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_XNCQ,,New Text,New Text,New Text,New Text
__SingleUse_7KJ1,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_EV14,,New Text,New Text,New Text,New Text
__SingleUse_JYMN,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_OZWQ,,New Text,New Text,New Text,New Text
__SingleUse_E6N1,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_6U6C,,New Text,New Text,New Text,New Text
__SingleUse_4KVB,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_IA1M,,New Text,New Text,New Text,New Text
__SingleUse_WRY0,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_LKIN,,New Text,New Text,New Text,New Text
__SingleUse_P2ON,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_JSU6,,New Text,New Text,New Text,New Text
__SingleUse_V6WT,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_GAMA,,New Text,New Text,New Text,New Text
__SingleUse_BT2R,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
text_message_froid_non_autorise,"Fonctionnalité non accessible :

Le type d'émetteur sélectionné est du type radiateur, ou alors
votre Pompe à Chaleur n'est pas réversible.",New Text,New Text,New Text,New Text
__SingleUse_P05J,,New Text,New Text,New Text,New Text
__SingleUse_VSQS,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_6F19,,New Text,New Text,New Text,New Text
__SingleUse_HSII,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_CGEF,,New Text,New Text,New Text,New Text
__SingleUse_36U9,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_J9G3,,New Text,New Text,New Text,New Text
__SingleUse_A7HM,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_Z7KC,,New Text,New Text,New Text,New Text
__SingleUse_S346,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_1DS4,,New Text,New Text,New Text,New Text
__SingleUse_CBBU,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_5MJL,,New Text,New Text,New Text,New Text
__SingleUse_193O,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_J8P2,,New Text,New Text,New Text,New Text
__SingleUse_SG25,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_F26A,,New Text,New Text,New Text,New Text
__SingleUse_ZHKA,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_H69D,,New Text,New Text,New Text,New Text
__SingleUse_LDMZ,<value>,Directe<value>,Directe<value>,Directe<value>,Directe<value>
__SingleUse_A3IC,,New Text,New Text,New Text,New Text
